cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_meses
19021,D2,8,2020-12-31,2021-04-15,3.4497628288055195
19021,D3,5,2011-08-31,2011-12-31,4.008295858231175
19021,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19022,D0,5,2006-01-31,2006-05-31,3.942586090063451
19022,D1,8,2023-01-15,2023-05-15,3.942586090063451
19022,D2,7,2011-07-31,2012-01-31,6.045298671430625
19022,D3,3,2011-04-30,2011-06-30,2.0041479291155877
19022,Sin sequia,26,2003-04-30,2005-07-31,27.039569601018503
19023,D0,8,2014-05-31,2014-09-15,3.5154725969732437
19023,D1,8,2019-10-31,2020-02-15,3.5154725969732437
19023,D2,4,2013-05-31,2013-08-31,3.0226493357153124
19023,D3,6,2011-08-31,2012-01-31,5.0267972648309
19023,D4,1,2011-06-30,2011-06-30,0.0
19023,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19024,D0,13,2019-09-30,2020-03-31,6.012443787346763
19024,D1,4,2022-08-15,2022-09-30,1.5113246678576562
19024,D2,6,2011-06-30,2011-11-30,5.0267972648309
19024,D3,2,2011-04-30,2011-05-31,1.0185014065997249
19024,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19025,D0,5,2006-01-31,2006-05-31,3.942586090063451
19025,D1,4,2013-01-31,2013-04-30,2.924084683463726
19025,D2,7,2020-12-31,2021-03-31,2.9569395675475882
19025,D3,5,2011-08-31,2011-12-31,4.008295858231175
19025,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19026,D0,6,2012-11-30,2013-04-30,4.9610874966631755
19026,D1,9,2022-12-31,2023-05-15,4.435409351321383
19026,D2,12,2020-12-31,2021-06-15,5.453910757921107
19026,D3,5,2011-08-31,2011-12-31,4.008295858231175
19026,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19027,D0,8,2014-05-31,2014-09-15,3.5154725969732437
19027,D1,3,2012-11-30,2013-01-31,2.0370028131994498
19027,D2,8,2020-12-15,2021-03-31,3.4826177128893816
19027,D3,6,2011-08-31,2012-01-31,5.0267972648309
19027,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19028,D0,5,2006-01-31,2006-05-31,3.942586090063451
19028,D1,6,2014-06-30,2014-09-15,2.529826074457381
19028,D2,7,2020-12-31,2021-03-31,2.9569395675475882
19028,D3,6,2011-08-31,2012-01-31,5.0267972648309
19028,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19029,D0,10,2019-10-31,2020-03-15,4.468264235405244
19029,D1,14,2020-11-30,2021-06-15,6.472412164520832
19029,D2,7,2011-07-31,2012-01-31,6.045298671430625
19029,D3,3,2011-04-30,2011-06-30,2.0041479291155877
19029,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19030,D0,12,2019-09-30,2020-03-15,5.486765642004969
19030,D1,14,2022-03-31,2022-10-15,6.505267048604694
19030,D2,8,2011-06-30,2012-01-31,7.06380007803035
19030,D3,2,2011-04-30,2011-05-31,1.0185014065997249
19030,Sin sequia,52,2013-01-31,2015-09-15,31.44212406825602
19031,D0,6,2012-11-30,2013-04-30,4.9610874966631755
19031,D1,12,2015-11-15,2016-04-30,5.486765642004969
19031,D2,12,2020-12-31,2021-06-15,5.453910757921107
19031,D3,5,2011-08-31,2011-12-31,4.008295858231175
19031,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19032,D0,15,2017-02-15,2017-09-15,6.965235425778763
19032,D1,8,2019-10-31,2020-02-15,3.5154725969732437
19032,D2,11,2020-12-15,2021-05-15,4.9610874966631755
19032,D3,10,2011-07-31,2012-04-30,9.002238238978213
19032,D4,1,2006-08-31,2006-08-31,0.0
19032,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19033,D0,13,2021-09-30,2022-03-31,5.979588903262901
19033,D1,16,2020-11-30,2021-07-15,7.4580586870366945
19033,D2,8,2011-06-30,2012-01-31,7.06380007803035
19033,D3,2,2011-04-30,2011-05-31,1.0185014065997249
19033,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19034,D0,5,2006-01-31,2006-05-31,3.942586090063451
19034,D1,4,2013-01-31,2013-04-30,2.924084683463726
19034,D2,7,2020-12-31,2021-03-31,2.9569395675475882
19034,D3,5,2011-08-31,2011-12-31,4.008295858231175
19034,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19035,D0,4,2012-07-31,2012-10-31,3.0226493357153124
19035,D1,3,2013-06-30,2013-08-31,2.0370028131994498
19035,D2,5,2013-01-31,2013-05-31,3.942586090063451
19035,D3,6,2011-08-31,2012-01-31,5.0267972648309
19035,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19036,D0,5,2005-12-31,2006-04-30,3.942586090063451
19036,D1,5,2023-02-28,2023-05-15,2.496971190373519
19036,D2,6,2011-06-30,2011-11-30,5.0267972648309
19036,D3,2,2011-04-30,2011-05-31,1.0185014065997249
19036,Sin sequia,76,2013-08-31,2016-12-31,40.017248814144025
19037,D0,5,2006-01-31,2006-05-31,3.942586090063451
19037,D1,7,2012-08-31,2013-02-28,5.946734019179039
19037,D2,7,2021-02-28,2021-05-31,3.0226493357153124
19037,D3,6,2011-08-31,2012-01-31,5.0267972648309
19037,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19038,D0,10,2014-04-30,2014-09-15,4.533974003572968
19038,D1,8,2023-01-15,2023-05-15,3.942586090063451
19038,D2,7,2011-07-31,2012-01-31,6.045298671430625
19038,D3,3,2011-04-30,2011-06-30,2.0041479291155877
19038,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19039,D0,4,2009-07-31,2009-10-31,3.0226493357153124
19039,D1,9,2022-12-31,2023-05-15,4.435409351321383
19039,D2,12,2020-12-31,2021-06-15,5.453910757921107
19039,D3,5,2011-08-31,2011-12-31,4.008295858231175
19039,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19040,D0,6,2005-06-30,2005-11-30,5.0267972648309
19040,D1,10,2019-09-15,2020-01-31,4.533974003572968
19040,D2,3,2012-11-30,2013-01-31,2.0370028131994498
19040,D3,6,2011-08-31,2012-01-31,5.0267972648309
19040,D4,1,2011-06-30,2011-06-30,0.0
19040,Sin sequia,25,2003-01-31,2005-03-31,25.955358426251053
19041,D0,5,2006-01-31,2006-05-31,3.942586090063451
19041,D1,6,2016-02-15,2016-04-30,2.464116306289657
19041,D2,7,2020-12-31,2021-03-31,2.9569395675475882
19041,D3,5,2011-08-31,2011-12-31,4.008295858231175
19041,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19042,D0,9,2018-12-31,2019-04-30,3.942586090063451
19042,D1,7,2013-02-28,2013-08-31,6.045298671430625
19042,D2,7,2020-12-31,2021-03-31,2.9569395675475882
19042,D3,5,2011-08-31,2011-12-31,4.008295858231175
19042,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19043,D0,4,2006-01-31,2006-04-30,2.924084683463726
19043,D1,4,2008-03-31,2008-06-30,2.9897944516314503
19043,D2,7,2011-07-31,2012-01-31,6.045298671430625
19043,D3,3,2011-04-30,2011-06-30,2.0041479291155877
19043,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19044,D0,12,2017-04-15,2017-09-30,5.519620526088832
19044,D1,6,2019-12-31,2020-03-15,2.464116306289657
19044,D2,8,2020-12-15,2021-03-31,3.4826177128893816
19044,D3,6,2011-08-31,2012-01-31,5.0267972648309
19044,D4,1,2011-06-30,2011-06-30,0.0
19044,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19045,D0,5,2012-05-31,2012-09-30,4.008295858231175
19045,D1,6,2019-12-31,2020-03-15,2.464116306289657
19045,D2,7,2020-12-31,2021-03-31,2.9569395675475882
19045,D3,6,2011-08-31,2012-01-31,5.0267972648309
19045,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19046,D0,6,2012-11-30,2013-04-30,4.9610874966631755
19046,D1,9,2022-12-31,2023-05-15,4.435409351321383
19046,D2,12,2020-12-31,2021-06-15,5.453910757921107
19046,D3,5,2011-08-31,2011-12-31,4.008295858231175
19046,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19047,D0,5,2012-05-31,2012-09-30,4.008295858231175
19047,D1,9,2022-12-31,2023-05-15,4.435409351321383
19047,D2,6,2021-01-31,2021-04-15,2.431261422205795
19047,D3,6,2011-08-31,2012-01-31,5.0267972648309
19047,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19048,D0,5,2012-12-31,2013-04-30,3.942586090063451
19048,D1,10,2022-04-15,2022-08-31,4.533974003572968
19048,D2,3,2021-02-28,2021-03-31,1.0185014065997249
19048,D3,5,2011-08-31,2011-12-31,4.008295858231175
19048,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19049,D0,9,2015-08-31,2015-12-31,4.008295858231175
19049,D1,9,2022-12-31,2023-05-15,4.435409351321383
19049,D2,12,2020-12-31,2021-06-15,5.453910757921107
19049,D3,3,2011-04-30,2011-06-30,2.0041479291155877
19049,Sin sequia,30,2003-01-31,2005-08-31,30.982155691081953
19050,D0,12,2017-04-15,2017-09-30,5.519620526088832
19050,D1,8,2019-10-15,2020-01-31,3.5483274810571057
19050,D2,3,2012-11-30,2013-01-31,2.0370028131994498
19050,D3,6,2011-08-31,2012-01-31,5.0267972648309
19050,D4,1,2011-06-30,2011-06-30,0.0
19050,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
19051,D0,12,2017-04-15,2017-09-30,5.519620526088832
19051,D1,7,2022-05-31,2022-08-31,3.0226493357153124
19051,D2,11,2020-12-31,2021-05-31,4.9610874966631755
19051,D3,6,2011-08-31,2012-01-31,5.0267972648309
19051,D4,1,2011-06-30,2011-06-30,0.0
19051,Sin sequia,29,2003-01-31,2005-07-31,29.963654284482228
20001,D0,9,2004-09-30,2005-05-31,7.983736832378488
20001,D1,4,2016-10-15,2016-11-30,1.5113246678576562
20001,D2,3,2016-07-31,2016-08-31,1.0185014065997249
20001,Sin sequia,64,2011-07-31,2015-06-15,46.48966097866486
20002,D0,5,2007-05-31,2007-09-30,4.008295858231175
20002,D1,7,2009-04-30,2009-10-31,6.045298671430625
20002,D2,5,2019-08-31,2019-10-31,2.0041479291155877
20002,Sin sequia,26,2012-01-31,2014-02-15,24.50974352656112
20003,D0,7,2009-12-31,2010-06-30,5.946734019179039
20003,D1,6,2004-09-30,2005-02-28,4.9610874966631755
20003,Sin sequia,137,2011-07-31,2018-06-30,82.99143719583564
20004,D0,15,2017-01-31,2017-08-31,6.965235425778763
20004,D1,4,2022-07-15,2022-08-31,1.5441795519415182
20004,D3,7,2003-01-31,2003-07-31,5.946734019179039
20004,Sin sequia,94,2012-03-31,2017-01-15,57.528902030842524
20005,D0,20,2014-11-30,2015-09-15,9.495061500236144
20005,D1,25,2020-05-31,2021-05-31,11.992032690609664
20005,D2,8,2020-01-31,2020-05-15,3.4497628288055195
20005,D3,10,2016-12-31,2017-05-15,4.435409351321383
20005,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20006,D0,7,2003-01-31,2003-07-31,5.946734019179039
20006,D1,14,2016-09-30,2017-04-15,6.472412164520832
20006,Sin sequia,47,2013-07-31,2015-09-30,25.988213310334913
20007,D0,9,2016-12-15,2017-04-15,3.975440974147313
20007,D1,1,2004-09-30,2004-09-30,0.0
20007,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20008,D0,25,2018-05-15,2019-05-15,11.992032690609664
20008,D1,9,2015-10-31,2016-02-29,3.975440974147313
20008,Sin sequia,24,2011-04-30,2013-03-31,23.031273742787327
20009,D0,8,2003-01-31,2003-09-30,7.950881948294626
20009,D1,3,2005-01-31,2005-03-31,1.9384381609478634
20009,D2,4,2016-07-15,2016-08-31,1.5441795519415182
20009,Sin sequia,64,2011-09-30,2015-07-15,45.47115957206513
20010,D0,16,2014-11-30,2015-07-15,7.4580586870366945
20010,D1,16,2018-07-31,2019-03-15,7.4580586870366945
20010,D2,8,2015-10-31,2016-02-15,3.5154725969732437
20010,D3,10,2016-12-31,2017-05-15,4.435409351321383
20010,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20011,D0,23,2022-05-31,2023-05-15,11.46635454526787
20011,D1,10,2018-12-15,2019-04-30,4.468264235405244
20011,D2,7,2003-01-31,2003-07-31,5.946734019179039
20011,Sin sequia,35,2011-07-31,2014-03-31,32.000657097681675
20012,D0,17,2015-06-30,2016-02-29,8.01659171646235
20012,D1,6,2017-02-28,2017-05-15,2.496971190373519
20012,D2,6,2020-05-31,2020-08-15,2.496971190373519
20012,Sin sequia,16,2008-04-30,2009-07-31,15.014682026324977
20013,D0,9,2016-12-15,2017-04-15,3.975440974147313
20013,D1,1,2004-09-30,2004-09-30,0.0
20013,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20014,D0,8,2009-11-30,2010-06-30,6.965235425778763
20014,D1,14,2020-01-31,2020-08-15,6.472412164520832
20014,D2,7,2015-09-30,2015-12-31,3.0226493357153124
20014,D3,9,2017-01-15,2017-05-15,3.942586090063451
20014,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20015,D0,9,2019-05-15,2019-09-15,4.041150742315037
20015,D1,1,2004-09-30,2004-09-30,0.0
20015,Sin sequia,102,2011-04-30,2016-11-30,67.05681841516252
20016,D0,15,2014-10-15,2015-05-15,6.965235425778763
20016,D1,20,2018-08-15,2019-05-31,9.495061500236144
20016,D2,8,2020-06-15,2020-09-30,3.5154725969732437
20016,Sin sequia,25,2003-10-31,2005-11-30,25.002566787819053
20017,D0,19,2016-07-31,2017-04-30,8.969383354894351
20017,D1,9,2019-06-15,2019-10-15,4.008295858231175
20017,Sin sequia,93,2011-04-30,2016-07-15,62.52284441158956
20018,D0,42,2016-06-30,2018-03-15,20.468592784246084
20018,D1,4,2018-08-31,2018-10-15,1.4784697837737941
20018,D2,7,2003-01-31,2003-07-31,5.946734019179039
20018,Sin sequia,41,2013-07-31,2015-06-30,22.965563974619602
20019,D0,10,2009-09-30,2010-06-30,8.969383354894351
20019,D1,7,2003-01-31,2003-07-31,5.946734019179039
20019,D2,7,2016-09-15,2016-12-15,2.9897944516314503
20019,D3,3,2016-07-31,2016-08-31,1.0185014065997249
20019,Sin sequia,69,2019-05-31,2022-03-31,34.004805026797264
20020,D0,15,2021-11-30,2022-06-30,6.965235425778763
20020,D1,27,2015-06-30,2016-07-31,13.04338898129325
20020,D2,19,2022-07-31,2023-05-15,9.462206616152283
20020,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20021,D0,5,2009-09-30,2010-01-31,4.041150742315037
20021,D1,7,2003-01-31,2003-07-31,5.946734019179039
20021,D2,2,2011-06-30,2011-07-31,1.0185014065997249
20021,Sin sequia,56,2019-10-31,2022-02-15,27.53239286227643
20022,D0,17,2017-09-30,2018-05-31,7.983736832378488
20022,D1,11,2022-11-30,2023-05-15,5.453910757921107
20022,D2,7,2003-01-31,2003-07-31,5.946734019179039
20022,Sin sequia,78,2013-07-31,2017-01-15,41.52857348200168
20023,D0,10,2022-12-15,2023-05-15,4.9610874966631755
20023,D1,1,2004-09-30,2004-09-30,0.0
20023,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20024,D0,10,2009-09-30,2010-06-30,8.969383354894351
20024,D1,7,2003-01-31,2003-07-31,5.946734019179039
20024,D2,5,2016-07-15,2016-09-15,2.0370028131994498
20024,Sin sequia,60,2019-10-15,2022-03-31,29.503685907308157
20025,D0,13,2020-10-31,2021-04-30,5.946734019179039
20025,D1,12,2016-11-15,2017-04-30,5.453910757921107
20025,D2,10,2016-03-15,2016-07-31,4.533974003572968
20025,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20026,D0,27,2017-06-30,2018-07-31,13.010534097209389
20026,D1,19,2015-09-15,2016-06-15,9.002238238978213
20026,D2,11,2022-11-30,2023-05-15,5.453910757921107
20026,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20027,D0,9,2004-09-30,2005-05-31,7.983736832378488
20027,D1,7,2003-01-31,2003-07-31,5.946734019179039
20027,D2,5,2016-07-15,2016-09-15,2.0370028131994498
20027,Sin sequia,43,2011-09-30,2014-08-31,35.02330643339699
20028,D0,10,2016-12-15,2017-04-30,4.468264235405244
20028,D1,6,2020-05-31,2020-08-15,2.496971190373519
20028,Sin sequia,102,2011-04-30,2016-11-30,67.05681841516252
20029,D0,9,2004-09-30,2005-05-31,7.983736832378488
20029,D1,7,2003-01-31,2003-07-31,5.946734019179039
20029,Sin sequia,71,2011-09-30,2015-10-31,49.01948705312224
20030,D0,12,2020-10-15,2021-03-31,5.486765642004969
20030,D1,6,2004-11-30,2005-04-30,4.9610874966631755
20030,D2,5,2015-09-30,2015-11-30,2.0041479291155877
20030,D3,8,2015-12-15,2016-03-31,3.5154725969732437
20030,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20031,D0,10,2019-05-15,2019-09-30,4.533974003572968
20031,D1,2,2004-09-30,2004-10-31,1.0185014065997249
20031,Sin sequia,137,2011-07-31,2018-06-30,82.99143719583564
20032,D0,11,2022-11-30,2023-05-15,5.453910757921107
20032,D1,10,2018-12-15,2019-04-30,4.468264235405244
20032,D2,3,2019-05-15,2019-06-15,1.0185014065997249
20032,D3,7,2003-01-31,2003-07-31,5.946734019179039
20032,Sin sequia,32,2008-07-31,2011-02-28,30.94930080699809
20033,D0,7,2003-01-31,2003-07-31,5.946734019179039
20033,D1,1,2004-09-30,2004-09-30,0.0
20033,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20034,D0,11,2022-11-30,2023-05-15,5.453910757921107
20034,D1,10,2018-12-15,2019-04-30,4.468264235405244
20034,D2,3,2019-05-15,2019-06-15,1.0185014065997249
20034,D3,7,2003-01-31,2003-07-31,5.946734019179039
20034,Sin sequia,35,2011-07-31,2014-03-31,32.000657097681675
20035,D0,9,2004-09-30,2005-05-31,7.983736832378488
20035,D1,2,2016-08-15,2016-08-31,0.5256781453417935
20035,Sin sequia,66,2011-07-31,2015-07-15,47.47530750118072
20036,D0,9,2013-09-30,2014-03-31,5.979588903262901
20036,D1,7,2004-09-30,2005-03-31,5.979588903262901
20036,D2,9,2016-12-31,2017-04-30,3.942586090063451
20036,D3,2,2016-03-15,2016-03-31,0.5256781453417935
20036,Sin sequia,18,2011-06-30,2012-11-30,17.051684839524427
20037,D0,8,2003-01-31,2003-09-30,7.950881948294626
20037,D1,23,2015-08-31,2016-07-31,11.006386168093801
20037,D2,14,2020-06-15,2020-12-31,6.538121932688556
20037,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20038,D0,4,2005-02-28,2005-05-31,3.0226493357153124
20038,D1,2,2004-09-30,2004-10-31,1.0185014065997249
20038,Sin sequia,90,2011-07-31,2016-07-15,59.500195075874245
20039,D0,19,2020-07-31,2021-04-30,8.969383354894351
20039,D1,10,2018-12-15,2019-04-30,4.468264235405244
20039,D2,3,2019-05-15,2019-06-15,1.0185014065997249
20039,D3,7,2003-01-31,2003-07-31,5.946734019179039
20039,Sin sequia,32,2008-07-31,2011-02-28,30.94930080699809
20040,D0,9,2004-09-30,2005-05-31,7.983736832378488
20040,D1,8,2009-08-31,2010-03-31,6.965235425778763
20040,D2,1,2016-09-15,2016-09-15,0.0
20040,Sin sequia,43,2011-09-30,2014-08-31,35.02330643339699
20041,D0,17,2015-08-15,2016-04-15,8.01659171646235
20041,D1,10,2009-08-31,2010-05-31,8.969383354894351
20041,D2,1,2016-09-15,2016-09-15,0.0
20041,Sin sequia,65,2011-09-30,2015-07-31,45.996837717406926
20042,D0,8,2009-11-30,2010-06-30,6.965235425778763
20042,D1,4,2016-10-15,2016-11-30,1.5113246678576562
20042,D2,2,2016-08-15,2016-08-31,0.5256781453417935
20042,Sin sequia,66,2011-07-31,2015-07-15,47.47530750118072
20043,D0,12,2020-09-30,2021-03-15,5.453910757921107
20043,D1,5,2005-01-31,2005-05-31,3.942586090063451
20043,D2,5,2015-10-31,2015-12-31,2.0041479291155877
20043,D3,9,2017-01-15,2017-05-15,3.942586090063451
20043,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20044,D0,6,2007-04-30,2007-09-30,5.0267972648309
20044,D1,9,2009-08-31,2010-04-30,7.950881948294626
20044,D2,5,2019-07-15,2019-09-15,2.0370028131994498
20044,D3,1,2019-09-30,2019-09-30,0.0
20044,Sin sequia,30,2011-09-30,2014-02-15,28.550894268876156
20045,D0,7,2003-01-31,2003-07-31,5.946734019179039
20045,D1,1,2011-03-31,2011-03-31,0.0
20045,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20046,D0,19,2015-07-31,2016-04-30,9.002238238978213
20046,D1,17,2016-08-15,2017-04-15,7.983736832378488
20046,D2,2,2022-12-15,2022-12-31,0.5256781453417935
20046,Sin sequia,66,2011-07-31,2015-07-15,47.47530750118072
20047,D0,27,2016-07-31,2017-08-31,13.010534097209389
20047,D1,4,2018-08-31,2018-10-15,1.4784697837737941
20047,D2,7,2003-01-31,2003-07-31,5.946734019179039
20047,Sin sequia,23,2011-07-31,2013-05-31,22.012772336187602
20048,D0,17,2016-08-15,2017-04-15,7.983736832378488
20048,D1,6,2020-05-31,2020-08-15,2.496971190373519
20048,Sin sequia,92,2011-06-30,2016-07-31,61.04437462781576
20049,D0,10,2019-05-15,2019-09-30,4.533974003572968
20049,D1,1,2004-09-30,2004-09-30,0.0
20049,Sin sequia,101,2011-05-31,2016-11-30,66.0383170085628
20050,D0,27,2017-06-30,2018-07-31,13.010534097209389
20050,D1,19,2016-07-31,2017-04-30,8.969383354894351
20050,D2,7,2022-11-30,2023-02-28,2.9569395675475882
20050,Sin sequia,25,2011-07-31,2013-07-31,24.016920265303188
20051,D0,8,2004-10-31,2005-05-31,6.965235425778763
20051,D1,1,2004-09-30,2004-09-30,0.0
20051,Sin sequia,138,2011-06-30,2018-06-30,84.00993860243537
20052,D0,17,2018-09-15,2019-05-15,7.950881948294626
20052,D1,4,2004-09-30,2004-12-31,3.0226493357153124
20052,D2,2,2016-02-15,2016-02-29,0.4599683771740693
20052,D3,8,2017-01-15,2017-04-30,3.4497628288055195
20052,Sin sequia,21,2011-04-30,2012-12-31,20.074334175239738
20053,D0,8,2009-11-30,2010-06-30,6.965235425778763
20053,D1,5,2004-11-30,2005-03-31,3.975440974147313
20053,D2,1,2015-10-31,2015-10-31,0.0
20053,D3,9,2017-01-15,2017-05-15,3.942586090063451
20053,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20054,D0,14,2019-12-15,2020-06-30,6.505267048604694
20054,D1,9,2016-12-15,2017-04-15,3.975440974147313
20054,Sin sequia,47,2013-07-31,2015-09-30,25.988213310334913
20055,D0,11,2022-11-30,2023-05-15,5.453910757921107
20055,D1,10,2018-12-15,2019-04-30,4.468264235405244
20055,D2,3,2019-05-15,2019-06-15,1.0185014065997249
20055,D3,7,2003-01-31,2003-07-31,5.946734019179039
20055,Sin sequia,32,2008-07-31,2011-02-28,30.94930080699809
20056,D0,23,2022-02-15,2023-01-15,10.973531284009939
20056,D1,17,2015-08-31,2016-04-30,7.983736832378488
20056,D2,11,2016-11-30,2017-04-30,4.9610874966631755
20056,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20057,D0,20,2017-08-31,2018-06-15,9.462206616152283
20057,D1,13,2014-11-30,2015-05-31,5.979588903262901
20057,D2,12,2019-11-30,2020-05-15,5.486765642004969
20057,D3,10,2016-12-31,2017-05-15,4.435409351321383
20057,D4,6,2019-07-31,2019-10-15,2.496971190373519
20057,Sin sequia,21,2011-07-31,2013-03-31,20.008624407072013
20058,D0,22,2015-06-30,2016-05-15,10.513562906835869
20058,D1,7,2003-01-31,2003-07-31,5.946734019179039
20058,D2,4,2016-07-31,2016-09-15,1.5113246678576562
20058,Sin sequia,57,2019-10-31,2022-02-28,27.95950635536664
20059,D0,19,2016-07-31,2017-04-30,8.969383354894351
20059,D1,7,2020-05-15,2020-08-15,3.0226493357153124
20059,Sin sequia,27,2011-04-30,2013-06-30,26.021068194418778
20060,D0,4,2005-02-28,2005-05-31,3.0226493357153124
20060,D1,2,2004-09-30,2004-10-31,1.0185014065997249
20060,Sin sequia,137,2011-07-31,2018-06-30,82.99143719583564
20061,D0,12,2022-12-15,2023-06-15,5.979588903262901
20061,D1,3,2021-12-31,2022-01-31,1.0185014065997249
20061,Sin sequia,62,2014-05-15,2016-11-30,30.555042197991746
20062,D0,9,2004-09-30,2005-05-31,7.983736832378488
20062,D1,2,2008-05-31,2008-06-30,0.9856465225158627
20062,Sin sequia,66,2011-07-31,2015-07-15,47.47530750118072
20063,D0,7,2003-01-31,2003-07-31,5.946734019179039
20063,D1,1,2004-09-30,2004-09-30,0.0
20063,Sin sequia,91,2011-07-31,2016-07-31,60.02587322121604
20064,D0,7,2009-12-31,2010-06-30,5.946734019179039
20064,D1,13,2016-04-30,2016-10-31,6.045298671430625
20064,D2,3,2016-03-15,2016-04-15,1.0185014065997249
20064,Sin sequia,21,2011-04-30,2012-12-31,20.074334175239738
20065,D0,19,2015-07-31,2016-04-30,9.002238238978213
20065,D1,18,2018-08-15,2019-04-30,8.47656009363642
20065,D2,7,2003-01-31,2003-07-31,5.946734019179039
20065,Sin sequia,26,2003-10-31,2005-12-31,26.021068194418778
20066,D0,18,2020-06-30,2021-03-15,8.47656009363642
20066,D1,9,2020-01-31,2020-05-31,3.975440974147313
20066,D2,14,2016-01-15,2016-07-31,6.505267048604694
20066,D3,9,2017-01-15,2017-05-15,3.942586090063451
20066,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20067,D0,7,2003-01-31,2003-07-31,5.946734019179039
20067,D1,1,2004-09-30,2004-09-30,0.0
20067,Sin sequia,99,2011-07-31,2016-11-30,64.03416907944721
20068,D0,11,2019-05-15,2019-10-15,5.0267972648309
20068,D1,1,2004-09-30,2004-09-30,0.0
20068,Sin sequia,100,2011-06-30,2016-11-30,65.05267048604694
20069,D0,11,2019-05-15,2019-10-15,5.0267972648309
20069,D1,2,2022-12-15,2022-12-31,0.5256781453417935
20069,Sin sequia,102,2011-04-30,2016-11-30,67.05681841516252
20070,D0,10,2021-09-30,2022-02-15,4.533974003572968
20070,D1,17,2015-08-31,2016-04-30,7.983736832378488
20070,D2,12,2020-08-15,2021-01-31,5.552475410172693
20070,D3,1,2020-07-31,2020-07-31,0.0
20070,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20071,D0,17,2015-06-30,2016-02-29,8.01659171646235
20071,D1,6,2017-02-28,2017-05-15,2.496971190373519
20071,D2,6,2020-05-31,2020-08-15,2.496971190373519
20071,Sin sequia,16,2008-04-30,2009-07-31,15.014682026324977
20072,D0,10,2019-05-15,2019-09-30,4.533974003572968
20072,D1,1,2004-09-30,2004-09-30,0.0
20072,Sin sequia,102,2011-04-30,2016-11-30,67.05681841516252
20073,D0,19,2017-06-30,2018-03-31,9.002238238978213
20073,D1,27,2015-06-30,2016-07-31,13.04338898129325
20073,D2,19,2022-07-31,2023-05-15,9.462206616152283
20073,Sin sequia,18,2009-09-30,2011-02-28,16.95312018727284
20074,D0,16,2016-09-30,2017-05-15,7.4580586870366945
20074,D1,4,2021-12-31,2022-02-15,1.5113246678576562
20074,Sin sequia,27,2011-04-30,2013-06-30,26.021068194418778
20075,D0,14,2018-03-31,2018-10-15,6.505267048604694
20075,D1,10,2015-09-30,2016-02-15,4.533974003572968
20075,D2,11,2016-02-29,2016-07-31,5.0267972648309
20075,Sin sequia,29,2010-07-31,2012-11-30,28.025216123534364
20076,D0,23,2021-07-31,2022-06-30,10.973531284009939
20076,D1,17,2015-08-31,2016-04-30,7.983736832378488
20076,D2,12,2020-08-15,2021-01-31,5.552475410172693
