cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_meses
6006,D3,2,2007-06-30,2007-07-31,1.0185014065997249
6006,Sin sequia,43,2013-09-30,2015-08-31,22.998418858703463
6007,D0,12,2004-08-31,2005-07-31,10.973531284009939
6007,D1,6,2009-03-31,2009-08-31,5.0267972648309
6007,D2,7,2023-02-28,2023-06-15,3.5154725969732437
6007,D3,3,2021-05-15,2021-06-15,1.0185014065997249
6007,Sin sequia,39,2013-08-31,2015-06-15,21.454239306761945
6008,D0,21,2016-10-15,2017-08-15,9.987884761494076
6008,D1,6,2009-03-31,2009-08-31,5.0267972648309
6008,D2,4,2021-03-31,2021-05-15,1.4784697837737941
6008,D3,2,2021-05-31,2021-06-15,0.49282326125793136
6008,Sin sequia,23,2013-08-31,2014-10-15,13.470502474383457
6009,D0,11,2004-08-31,2005-06-30,9.955029877410214
6009,D1,6,2009-03-31,2009-08-31,5.0267972648309
6009,D2,8,2023-02-15,2023-06-15,3.942586090063451
6009,D3,2,2007-06-30,2007-07-31,1.0185014065997249
6009,Sin sequia,43,2013-09-30,2015-08-31,22.998418858703463
6010,D0,11,2004-08-31,2005-06-30,9.955029877410214
6010,D1,6,2009-03-31,2009-08-31,5.0267972648309
6010,D2,6,2023-03-31,2023-06-30,2.9897944516314503
6010,D3,2,2021-05-31,2021-06-15,0.49282326125793136
6010,Sin sequia,44,2013-08-31,2015-08-31,23.984065381219327
7001,D0,6,2008-10-31,2009-03-31,4.9610874966631755
7001,D1,11,2015-06-30,2015-11-30,5.0267972648309
7001,D2,6,2010-01-31,2010-06-30,4.928232612579314
7001,Sin sequia,56,2010-08-31,2014-08-31,48.000985646522516
7002,D0,12,2021-10-15,2022-03-31,5.486765642004969
7002,D1,9,2004-09-30,2005-05-31,7.983736832378488
7002,D2,6,2009-12-31,2010-05-31,4.9610874966631755
7002,Sin sequia,18,2011-07-31,2012-12-31,17.051684839524427
7003,D0,6,2008-10-31,2009-03-31,4.9610874966631755
7003,D1,11,2015-06-30,2015-11-30,5.0267972648309
7003,D2,8,2016-04-30,2016-08-15,3.5154725969732437
7003,D3,2,2010-05-31,2010-06-30,0.9856465225158627
7003,Sin sequia,31,2010-08-31,2013-02-28,29.963654284482228
7004,D0,25,2017-01-15,2018-01-15,11.992032690609664
7004,D1,24,2016-01-15,2016-12-31,11.532064313435594
7004,D2,8,2019-01-31,2019-05-15,3.4169079447216575
7004,Sin sequia,20,2011-07-31,2013-02-28,18.990123000472288
7005,D0,5,2003-02-28,2003-06-30,4.008295858231175
7005,D1,8,2004-09-30,2005-04-30,6.965235425778763
7005,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7005,D3,5,2018-08-31,2018-10-31,2.0041479291155877
7005,Sin sequia,53,2020-05-31,2022-07-31,25.988213310334913
7006,D0,9,2015-03-31,2015-07-31,4.008295858231175
7006,D1,7,2018-07-15,2018-10-15,3.0226493357153124
7006,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7006,Sin sequia,60,2011-05-31,2015-03-15,45.47115957206513
7007,D0,10,2015-02-15,2015-06-30,4.435409351321383
7007,D1,7,2004-09-30,2005-03-31,5.979588903262901
7007,D2,7,2009-09-30,2010-03-31,5.979588903262901
7007,Sin sequia,20,2011-07-31,2013-02-28,18.990123000472288
7008,D0,22,2017-02-28,2018-01-15,10.546417790919731
7008,D1,7,2004-09-30,2005-03-31,5.979588903262901
7008,D2,6,2010-01-31,2010-06-30,4.928232612579314
7008,Sin sequia,23,2011-05-31,2013-03-31,22.012772336187602
7009,D0,11,2020-11-30,2021-04-30,4.9610874966631755
7009,D1,5,2005-01-31,2005-05-31,3.942586090063451
7009,D2,5,2010-01-31,2010-05-31,3.942586090063451
7009,Sin sequia,30,2010-07-31,2012-12-31,29.04371753013409
7010,D0,15,2015-03-31,2015-10-31,7.030945193946487
7010,D1,6,2016-04-15,2016-06-30,2.496971190373519
7010,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7010,Sin sequia,60,2011-05-31,2015-03-15,45.47115957206513
7011,D0,9,2021-09-30,2022-01-31,4.041150742315037
7011,D1,8,2019-06-15,2019-09-30,3.5154725969732437
7011,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7011,Sin sequia,60,2011-05-31,2015-03-15,45.47115957206513
7012,D0,13,2019-11-15,2020-05-15,5.979588903262901
7012,D1,8,2004-10-31,2005-05-31,6.965235425778763
7012,D2,2,2009-12-31,2010-01-31,1.0185014065997249
7012,D3,1,2010-02-28,2010-02-28,0.0
7012,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7013,D0,13,2019-11-15,2020-05-15,5.979588903262901
7013,D1,9,2004-09-30,2005-05-31,7.983736832378488
7013,D2,2,2009-09-30,2009-10-31,1.0185014065997249
7013,D3,1,2010-02-28,2010-02-28,0.0
7013,Sin sequia,42,2013-05-31,2015-06-15,24.47688864247726
7014,D0,23,2017-08-31,2018-07-31,10.973531284009939
7014,D1,9,2004-09-30,2005-05-31,7.983736832378488
7014,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7014,D3,2,2010-01-31,2010-02-28,0.9199367543481386
7014,Sin sequia,42,2013-05-31,2015-06-15,24.47688864247726
7015,D0,15,2018-09-15,2019-04-15,6.965235425778763
7015,D1,10,2015-11-30,2016-04-15,4.501119119489107
7015,D2,13,2016-04-30,2016-10-31,6.045298671430625
7015,D3,2,2010-05-31,2010-06-30,0.9856465225158627
7015,Sin sequia,31,2010-08-31,2013-02-28,29.963654284482228
7016,D0,6,2013-03-31,2013-08-31,5.0267972648309
7016,D1,11,2016-12-31,2017-05-31,4.9610874966631755
7016,D2,12,2019-04-15,2019-09-30,5.519620526088832
7016,D3,6,2009-09-30,2010-02-28,4.9610874966631755
7016,Sin sequia,18,2011-09-30,2013-02-28,16.9859750713567
7017,D0,13,2020-10-31,2021-04-30,5.946734019179039
7017,D1,10,2016-03-15,2016-07-31,4.533974003572968
7017,D2,4,2010-02-28,2010-05-31,3.0226493357153124
7017,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7018,D0,13,2019-11-15,2020-05-15,5.979588903262901
7018,D1,9,2004-09-30,2005-05-31,7.983736832378488
7018,D2,6,2018-08-15,2018-10-31,2.529826074457381
7018,D3,1,2010-02-28,2010-02-28,0.0
7018,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7019,D0,15,2016-10-31,2017-05-31,6.965235425778763
7019,D1,18,2018-09-15,2019-05-31,8.47656009363642
7019,D2,7,2009-09-30,2010-03-31,5.979588903262901
7019,Sin sequia,21,2011-07-31,2013-03-31,20.008624407072013
7020,D0,16,2017-05-31,2018-01-15,7.523768455204419
7020,D1,9,2004-09-30,2005-05-31,7.983736832378488
7020,D2,6,2010-01-31,2010-06-30,4.928232612579314
7020,Sin sequia,23,2011-05-31,2013-03-31,22.012772336187602
7021,D0,13,2019-11-15,2020-05-15,5.979588903262901
7021,D1,9,2004-09-30,2005-05-31,7.983736832378488
7021,D2,6,2018-08-15,2018-10-31,2.529826074457381
7021,D3,1,2010-02-28,2010-02-28,0.0
7021,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7022,D0,28,2017-06-15,2018-07-31,13.50335735846732
7022,D1,9,2004-09-30,2005-05-31,7.983736832378488
7022,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7022,D3,2,2010-01-31,2010-02-28,0.9199367543481386
7022,Sin sequia,42,2013-05-31,2015-06-15,24.47688864247726
7023,D0,15,2017-06-15,2018-01-15,7.030945193946487
7023,D1,9,2004-09-30,2005-05-31,7.983736832378488
7023,D2,5,2009-09-30,2010-01-31,4.041150742315037
7023,D3,1,2010-02-28,2010-02-28,0.0
7023,Sin sequia,36,2013-05-31,2015-03-15,21.454239306761945
7024,D0,17,2017-05-15,2018-01-15,8.049446600546213
7024,D1,19,2018-08-15,2019-05-15,8.969383354894351
7024,D2,7,2009-09-30,2010-03-31,5.979588903262901
7024,Sin sequia,20,2011-07-31,2013-02-28,18.990123000472288
7025,D0,6,2003-03-31,2003-09-30,6.012443787346763
7025,D1,8,2004-09-30,2005-04-30,6.965235425778763
7025,D2,6,2018-08-15,2018-10-31,2.529826074457381
7025,D3,2,2010-04-30,2010-05-31,1.0185014065997249
7025,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7026,D0,30,2017-05-15,2018-07-31,14.521858765067044
7026,D1,18,2018-08-15,2019-04-30,8.47656009363642
7026,D2,5,2009-09-30,2010-01-31,4.041150742315037
7026,D3,1,2010-02-28,2010-02-28,0.0
7026,Sin sequia,42,2013-05-31,2015-06-15,24.47688864247726
7027,D0,12,2021-10-15,2022-03-31,5.486765642004969
7027,D1,18,2019-03-15,2019-11-30,8.542269861804144
7027,D2,4,2010-03-31,2010-06-30,2.9897944516314503
7027,D3,1,2010-02-28,2010-02-28,0.0
7027,Sin sequia,18,2011-07-31,2012-12-31,17.051684839524427
7028,D0,11,2019-06-30,2019-11-30,5.0267972648309
7028,D1,9,2004-09-30,2005-05-31,7.983736832378488
7028,D2,9,2009-09-30,2010-05-31,7.983736832378488
7028,Sin sequia,36,2013-05-31,2015-03-15,21.454239306761945
7029,D0,13,2019-11-15,2020-05-15,5.979588903262901
7029,D1,9,2004-09-30,2005-05-31,7.983736832378488
7029,D2,2,2009-12-31,2010-01-31,1.0185014065997249
7029,D3,1,2010-02-28,2010-02-28,0.0
7029,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7030,D0,7,2006-08-31,2007-02-28,5.946734019179039
7030,D1,14,2019-03-31,2019-10-15,6.505267048604694
7030,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7030,Sin sequia,61,2011-05-31,2015-03-31,45.996837717406926
7031,D0,25,2017-01-15,2018-01-15,11.992032690609664
7031,D1,9,2004-09-30,2005-05-31,7.983736832378488
7031,D2,32,2018-08-31,2019-12-15,15.474650403499044
7031,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7032,D0,17,2019-08-15,2020-04-15,8.01659171646235
7032,D1,11,2015-06-30,2015-11-30,5.0267972648309
7032,D2,6,2010-01-31,2010-06-30,4.928232612579314
7032,Sin sequia,34,2010-08-31,2013-05-31,32.98630362019754
7033,D0,6,2003-03-31,2003-09-30,6.012443787346763
7033,D1,9,2004-09-30,2005-05-31,7.983736832378488
7033,D2,6,2018-08-15,2018-10-31,2.529826074457381
7033,D3,1,2010-02-28,2010-02-28,0.0
7033,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7034,D0,14,2015-12-31,2016-07-15,6.472412164520832
7034,D1,11,2018-11-30,2019-04-30,4.9610874966631755
7034,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7034,Sin sequia,46,2011-05-31,2014-08-15,38.50592414628637
7035,D0,6,2008-10-31,2009-03-31,4.9610874966631755
7035,D1,4,2019-04-30,2019-06-15,1.5113246678576562
7035,D2,5,2016-04-30,2016-06-30,2.0041479291155877
7035,D3,4,2010-04-30,2010-07-31,3.0226493357153124
7035,Sin sequia,58,2013-06-30,2016-02-29,32.000657097681675
7036,D0,10,2019-02-28,2019-07-15,4.501119119489107
7036,D1,4,2004-09-30,2004-12-31,3.0226493357153124
7036,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7036,Sin sequia,60,2011-05-31,2015-03-15,45.47115957206513
7037,D0,15,2018-09-15,2019-04-15,6.965235425778763
7037,D1,8,2015-07-31,2015-11-15,3.5154725969732437
7037,D2,8,2016-04-30,2016-08-15,3.5154725969732437
7037,D3,4,2010-04-30,2010-07-31,3.0226493357153124
7037,Sin sequia,31,2010-08-31,2013-02-28,29.963654284482228
7038,D0,23,2015-01-15,2015-12-15,10.973531284009939
7038,D1,19,2018-08-15,2019-05-15,8.969383354894351
7038,D2,7,2009-09-30,2010-03-31,5.979588903262901
7038,Sin sequia,20,2011-07-31,2013-02-28,18.990123000472288
7039,D0,23,2017-07-15,2018-06-15,11.006386168093801
7039,D1,9,2004-09-30,2005-05-31,7.983736832378488
7039,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7039,D3,5,2018-08-31,2018-10-31,2.0041479291155877
7039,Sin sequia,51,2020-09-30,2022-10-31,25.002566787819053
7040,D0,15,2018-09-15,2019-04-15,6.965235425778763
7040,D1,7,2019-04-30,2019-07-31,3.0226493357153124
7040,D2,4,2010-01-31,2010-04-30,2.924084683463726
7040,D3,2,2010-05-31,2010-06-30,0.9856465225158627
7040,Sin sequia,31,2010-08-31,2013-02-28,29.963654284482228
7041,D0,17,2021-10-15,2022-06-15,7.983736832378488
7041,D1,29,2015-10-31,2016-12-31,14.029035503809114
7041,D2,7,2018-08-31,2018-11-30,2.9897944516314503
7041,D3,1,2007-06-30,2007-06-30,0.0
7041,Sin sequia,18,2011-07-31,2012-12-31,17.051684839524427
7042,D0,10,2017-07-15,2017-11-30,4.533974003572968
7042,D1,9,2004-09-30,2005-05-31,7.983736832378488
7042,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7042,D3,2,2010-04-30,2010-05-31,1.0185014065997249
7042,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7043,D0,5,2003-02-28,2003-06-30,4.008295858231175
7043,D1,8,2004-09-30,2005-04-30,6.965235425778763
7043,D2,2,2009-09-30,2009-10-31,1.0185014065997249
7043,D3,5,2018-08-31,2018-10-31,2.0041479291155877
7043,Sin sequia,59,2020-02-29,2022-07-31,29.010862646050228
7044,D0,15,2018-09-15,2019-04-15,6.965235425778763
7044,D1,9,2004-09-30,2005-05-31,7.983736832378488
7044,D2,2,2009-09-30,2009-10-31,1.0185014065997249
7044,D3,1,2010-02-28,2010-02-28,0.0
7044,Sin sequia,36,2013-05-31,2015-03-15,21.454239306761945
7045,D0,5,2003-02-28,2003-06-30,4.008295858231175
7045,D1,8,2004-09-30,2005-04-30,6.965235425778763
7045,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7045,D3,5,2018-08-31,2018-10-31,2.0041479291155877
7045,Sin sequia,52,2020-05-15,2022-06-30,25.495390049076985
7046,D0,22,2019-06-30,2020-05-15,10.513562906835869
7046,D1,5,2005-01-31,2005-05-31,3.942586090063451
7046,D2,5,2010-01-31,2010-05-31,3.942586090063451
7046,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7047,D0,26,2017-06-15,2018-06-30,12.484855951867594
7047,D1,9,2004-09-30,2005-05-31,7.983736832378488
7047,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7047,D3,2,2010-01-31,2010-02-28,0.9199367543481386
7047,Sin sequia,42,2013-05-31,2015-06-15,24.47688864247726
7048,D0,16,2017-05-31,2018-01-15,7.523768455204419
7048,D1,9,2008-12-31,2009-08-31,7.983736832378488
7048,D2,9,2017-01-15,2017-05-15,3.942586090063451
7048,D3,10,2019-06-15,2019-10-31,4.533974003572968
7048,Sin sequia,37,2013-05-31,2015-03-31,21.979917452103738
7049,D0,28,2017-06-15,2018-07-31,13.50335735846732
7049,D1,9,2004-09-30,2005-05-31,7.983736832378488
7049,D2,5,2009-09-30,2010-01-31,4.041150742315037
7049,D3,1,2010-02-28,2010-02-28,0.0
7049,Sin sequia,42,2013-05-31,2015-06-15,24.47688864247726
7050,D0,7,2021-09-30,2021-12-31,3.0226493357153124
7050,D1,9,2004-09-30,2005-05-31,7.983736832378488
7050,D2,12,2019-04-30,2019-10-15,5.519620526088832
7050,D3,5,2009-10-31,2010-02-28,3.942586090063451
7050,Sin sequia,21,2011-08-31,2013-04-30,19.975769522988152
7051,D0,6,2008-10-31,2009-03-31,4.9610874966631755
7051,D1,11,2015-06-30,2015-11-30,5.0267972648309
7051,D2,6,2010-01-31,2010-06-30,4.928232612579314
7051,Sin sequia,33,2010-07-31,2013-03-31,32.000657097681675
7052,D0,18,2021-09-30,2022-06-15,8.47656009363642
7052,D1,11,2018-12-15,2019-05-15,4.9610874966631755
7052,D2,21,2016-01-15,2016-11-15,10.020739645577939
7052,D3,1,2007-06-30,2007-06-30,0.0
7052,Sin sequia,18,2011-07-31,2012-12-31,17.051684839524427
7053,D0,15,2019-02-28,2019-09-30,7.030945193946487
7053,D1,2,2004-09-30,2004-10-31,1.0185014065997249
7053,D2,5,2010-02-28,2010-06-30,4.008295858231175
7053,Sin sequia,80,2011-05-31,2016-01-15,55.524754101726934
7054,D0,6,2008-10-31,2009-03-31,4.9610874966631755
7054,D1,5,2015-08-15,2015-10-15,2.0041479291155877
7054,D2,6,2016-04-30,2016-07-15,2.496971190373519
7054,D3,4,2010-04-30,2010-07-31,3.0226493357153124
7054,Sin sequia,21,2005-06-30,2007-02-28,19.975769522988152
7055,D0,6,2008-10-31,2009-03-31,4.9610874966631755
7055,D1,8,2015-09-15,2015-12-31,3.5154725969732437
7055,D2,5,2016-04-30,2016-06-30,2.0041479291155877
7055,D3,4,2010-04-30,2010-07-31,3.0226493357153124
7055,Sin sequia,21,2005-06-30,2007-02-28,19.975769522988152
7056,D0,18,2018-03-15,2018-11-30,8.542269861804144
7056,D1,9,2004-09-30,2005-05-31,7.983736832378488
7056,D2,5,2009-09-30,2010-01-31,4.041150742315037
7056,D3,1,2010-02-28,2010-02-28,0.0
7056,Sin sequia,36,2013-05-31,2015-03-15,21.454239306761945
7057,D0,16,2019-08-15,2020-03-31,7.523768455204419
7057,D1,7,2019-04-30,2019-07-31,3.0226493357153124
7057,D2,6,2010-01-31,2010-06-30,4.928232612579314
7057,Sin sequia,35,2010-08-31,2013-06-30,33.9719501427134
7058,D0,5,2003-09-30,2004-01-31,4.041150742315037
7058,D1,7,2004-09-30,2005-03-31,5.979588903262901
7058,D2,9,2009-09-30,2010-05-31,7.983736832378488
7058,Sin sequia,21,2011-07-31,2013-03-31,20.008624407072013
7059,D0,25,2017-01-15,2018-01-15,11.992032690609664
7059,D1,17,2016-04-30,2016-12-31,8.049446600546213
7059,D2,4,2007-04-30,2007-07-31,3.0226493357153124
7059,D3,27,2018-10-31,2019-11-30,12.977679213125526
7059,Sin sequia,66,2011-07-31,2015-07-15,47.47530750118072
7060,D0,13,2019-11-15,2020-05-15,5.979588903262901
7060,D1,9,2004-09-30,2005-05-31,7.983736832378488
7060,D2,6,2018-08-15,2018-10-31,2.529826074457381
7060,D3,1,2010-02-28,2010-02-28,0.0
7060,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7061,D0,13,2019-11-15,2020-05-15,5.979588903262901
7061,D1,9,2016-03-31,2016-07-31,4.008295858231175
7061,D2,3,2010-03-31,2010-05-31,2.0041479291155877
7061,D3,1,2010-02-28,2010-02-28,0.0
7061,Sin sequia,36,2013-05-31,2015-03-15,21.454239306761945
7062,D0,7,2003-02-28,2003-09-30,7.030945193946487
7062,D1,8,2004-09-30,2005-04-30,6.965235425778763
7062,D2,8,2018-08-15,2018-11-30,3.5154725969732437
7062,D3,2,2010-04-30,2010-05-31,1.0185014065997249
7062,Sin sequia,71,2020-05-31,2023-05-15,35.4504199264872
7063,D0,15,2018-09-15,2019-04-15,6.965235425778763
7063,D1,9,2004-09-30,2005-05-31,7.983736832378488
7063,D2,2,2009-12-31,2010-01-31,1.0185014065997249
7063,D3,1,2010-02-28,2010-02-28,0.0
7063,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7064,D0,18,2015-01-15,2015-09-30,8.47656009363642
7064,D1,18,2018-08-31,2019-05-15,8.443705209552558
7064,D2,7,2009-09-30,2010-03-31,5.979588903262901
7064,Sin sequia,20,2011-07-31,2013-02-28,18.990123000472288
7065,D0,10,2021-08-15,2021-12-31,4.533974003572968
7065,D1,9,2004-09-30,2005-05-31,7.983736832378488
7065,D2,18,2018-07-31,2019-04-15,8.47656009363642
7065,D3,5,2009-10-31,2010-02-28,3.942586090063451
7065,Sin sequia,41,2013-08-31,2015-07-15,22.43988582927781
7066,D0,30,2017-05-15,2018-07-31,14.521858765067044
7066,D1,9,2004-09-30,2005-05-31,7.983736832378488
7066,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7066,D3,2,2010-01-31,2010-02-28,0.9199367543481386
7066,Sin sequia,53,2020-09-30,2022-11-30,25.988213310334913
7067,D0,12,2017-06-15,2017-11-30,5.519620526088832
7067,D1,9,2004-09-30,2005-05-31,7.983736832378488
7067,D2,6,2018-08-15,2018-10-31,2.529826074457381
7067,D3,2,2010-01-31,2010-02-28,0.9199367543481386
7067,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7068,D0,5,2003-02-28,2003-06-30,4.008295858231175
7068,D1,8,2004-09-30,2005-04-30,6.965235425778763
7068,D2,6,2019-08-15,2019-10-31,2.529826074457381
7068,D3,5,2018-08-31,2018-10-31,2.0041479291155877
7068,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7069,D0,18,2016-12-31,2017-09-15,8.47656009363642
7069,D1,4,2005-02-28,2005-05-31,3.0226493357153124
7069,D2,6,2010-01-31,2010-06-30,4.928232612579314
7069,Sin sequia,32,2010-07-31,2013-02-28,30.982155691081953
7070,D0,15,2019-02-28,2019-09-30,7.030945193946487
7070,D1,4,2004-09-30,2004-12-31,3.0226493357153124
7070,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7070,Sin sequia,83,2011-05-31,2016-02-29,57.00322388550073
7071,D0,6,2013-03-31,2013-08-31,5.0267972648309
7071,D1,11,2015-06-30,2015-11-30,5.0267972648309
7071,D2,8,2016-04-30,2016-08-15,3.5154725969732437
7071,D3,2,2010-05-31,2010-06-30,0.9856465225158627
7071,Sin sequia,31,2010-08-31,2013-02-28,29.963654284482228
7072,D0,19,2017-06-15,2018-03-15,8.969383354894351
7072,D1,9,2004-09-30,2005-05-31,7.983736832378488
7072,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7072,D3,2,2010-01-31,2010-02-28,0.9199367543481386
7072,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7073,D0,12,2017-06-15,2017-11-30,5.519620526088832
7073,D1,9,2004-09-30,2005-05-31,7.983736832378488
7073,D2,6,2018-08-15,2018-10-31,2.529826074457381
7073,D3,2,2010-01-31,2010-02-28,0.9199367543481386
7073,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7074,D0,16,2017-05-31,2018-01-15,7.523768455204419
7074,D1,8,2008-12-31,2009-07-31,6.965235425778763
7074,D2,8,2017-01-15,2017-04-30,3.4497628288055195
7074,D3,10,2019-06-15,2019-10-31,4.533974003572968
7074,Sin sequia,22,2013-05-31,2014-08-15,14.489003880983182
7075,D0,5,2003-09-30,2004-01-31,4.041150742315037
7075,D1,22,2018-11-30,2019-10-15,10.480708022752006
7075,D2,7,2009-09-30,2010-03-31,5.979588903262901
7075,Sin sequia,20,2011-07-31,2013-02-28,18.990123000472288
7076,D0,9,2008-11-30,2009-07-31,7.983736832378488
7076,D1,9,2004-09-30,2005-05-31,7.983736832378488
7076,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7076,D3,5,2018-08-31,2018-10-31,2.0041479291155877
7076,Sin sequia,54,2020-05-31,2022-08-15,26.481036571592846
7077,D0,6,2003-01-31,2003-06-30,4.928232612579314
7077,D1,9,2004-09-30,2005-05-31,7.983736832378488
7077,D2,34,2018-07-31,2019-12-15,16.49315181009877
7077,D3,5,2009-10-31,2010-02-28,3.942586090063451
7077,Sin sequia,38,2013-07-31,2015-05-15,21.454239306761945
7078,D0,21,2015-02-15,2015-12-15,9.955029877410214
7078,D1,9,2004-09-30,2005-05-31,7.983736832378488
7078,D2,9,2009-09-30,2010-05-31,7.983736832378488
7078,Sin sequia,33,2013-05-31,2015-01-31,20.041479291155877
7079,D0,15,2018-09-15,2019-04-15,6.965235425778763
7079,D1,9,2004-09-30,2005-05-31,7.983736832378488
7079,D2,2,2009-12-31,2010-01-31,1.0185014065997249
7079,D3,1,2010-02-28,2010-02-28,0.0
7079,Sin sequia,44,2013-05-31,2015-07-15,25.46253516499312
7080,D0,13,2021-09-30,2022-03-31,5.979588903262901
7080,D1,12,2019-04-30,2019-10-15,5.519620526088832
7080,D2,6,2010-01-31,2010-06-30,4.928232612579314
7080,Sin sequia,60,2011-05-31,2015-03-15,45.47115957206513
7081,D0,27,2017-05-15,2018-06-15,13.010534097209389
7081,D1,9,2004-09-30,2005-05-31,7.983736832378488
7081,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7081,D3,2,2010-01-31,2010-02-28,0.9199367543481386
7081,Sin sequia,51,2020-09-30,2022-10-31,25.002566787819053
7082,D0,17,2017-05-15,2018-01-15,8.049446600546213
7082,D1,20,2019-03-31,2020-01-15,9.527916384320006
7082,D2,5,2009-09-30,2010-01-31,4.041150742315037
7082,D3,1,2010-02-28,2010-02-28,0.0
7082,Sin sequia,42,2013-05-31,2015-06-15,24.47688864247726
7083,D0,12,2016-11-30,2017-05-15,5.453910757921107
7083,D1,21,2018-11-30,2019-09-30,9.987884761494076
7083,D2,3,2009-09-30,2009-11-30,2.0041479291155877
7083,Sin sequia,23,2011-05-31,2013-03-31,22.012772336187602
7084,D0,5,2003-02-28,2003-06-30,4.008295858231175
7084,D1,8,2004-09-30,2005-04-30,6.965235425778763
7084,D2,4,2009-09-30,2009-12-31,3.0226493357153124
7084,D3,5,2018-08-31,2018-10-31,2.0041479291155877
7084,Sin sequia,54,2020-05-15,2022-07-31,26.513891455676706
7085,D0,9,2018-09-15,2019-01-15,4.008295858231175
7085,D1,9,2004-09-30,2005-05-31,7.983736832378488
7085,D2,2,2009-09-30,2009-10-31,1.0185014065997249
7085,D3,1,2010-02-28,2010-02-28,0.0
7085,Sin sequia,42,2013-05-31,2015-06-15,24.47688864247726
7086,D0,12,2021-10-15,2022-03-31,5.486765642004969
7086,D1,9,2004-09-30,2005-05-31,7.983736832378488
7086,D2,4,2010-03-31,2010-06-30,2.9897944516314503
7086,D3,1,2010-02-28,2010-02-28,0.0
7086,Sin sequia,18,2011-07-31,2012-12-31,17.051684839524427
7087,D0,6,2008-10-31,2009-03-31,4.9610874966631755
7087,D1,5,2016-04-15,2016-06-15,2.0041479291155877
7087,D2,2,2009-09-30,2009-10-31,1.0185014065997249
7087,D3,4,2010-04-30,2010-07-31,3.0226493357153124
7087,Sin sequia,59,2013-06-30,2016-03-15,32.49348035893961
7088,D0,5,2003-02-28,2003-06-30,4.008295858231175
7088,D1,8,2004-09-30,2005-04-30,6.965235425778763
7088,D2,8,2018-08-15,2018-11-30,3.5154725969732437
7088,D3,2,2010-04-30,2010-05-31,1.0185014065997249
7088,Sin sequia,61,2020-02-15,2022-08-15,29.963654284482228
7089,D0,15,2018-09-15,2019-04-15,6.965235425778763
