date_year,nombre_estado,anomaly_tmmx_mean
2006-06-30,Puebla,1.6113705625733008
2006-06-30,Querétaro,1.5821692691899731
2006-06-30,Quintana Roo,0.4439703006887368
2006-06-30,San Luis Potosí,1.5675289377320365
2006-06-30,Sinaloa,0.8758452864183723
2006-06-30,Sonora,0.8815686027517047
2006-06-30,Tabasco,0.6164536671236054
2006-06-30,Tamaulipas,1.6961832641021632
2006-06-30,Tlaxcala,1.6091268804146486
2006-06-30,Veracruz,1.4090608426980171
2006-06-30,Yucatán,0.4414016994620435
2006-06-30,Zacatecas,1.5206393390137778
2007-06-30,Aguascalientes,0.7199584696499214
2007-06-30,Baja California,-0.066028501094585
2007-06-30,Baja California Sur,0.2050588686536025
2007-06-30,Campeche,0.607073097278436
2007-06-30,Coahuila,0.0761919681419525
2007-06-30,Colima,0.7086297081334535
2007-06-30,Chiapas,0.7086267713455725
2007-06-30,Chihuahua,0.723659050196152
2007-06-30,Ciudad de México,0.8932495476219959
2007-06-30,Durango,0.6966397571931495
2007-06-30,Guanajuato,0.6983133592745574
2007-06-30,Guerrero,0.7497146872388221
2007-06-30,Hidalgo,0.8044567150397163
2007-06-30,Jalisco,0.8207663040905754
2007-06-30,Estado de México,0.8449415013501738
2007-06-30,Michoacán,0.8288125315090926
2007-06-30,Morelos,0.8553465428596282
2007-06-30,Nayarit,0.8371036691376673
2007-06-30,Nuevo León,0.0992934599593022
2007-06-30,Oaxaca,0.7557635557879738
2007-06-30,Puebla,0.91759427495719
2007-06-30,Querétaro,0.7446449334711807
2007-06-30,Quintana Roo,0.6088879029224435
2007-06-30,San Luis Potosí,0.5594259676149941
2007-06-30,Sinaloa,0.587092277460295
2007-06-30,Sonora,0.6621958900659689
2007-06-30,Tabasco,0.646327241982668
2007-06-30,Tamaulipas,0.3268895821615089
2007-06-30,Tlaxcala,0.8752724868772479
2007-06-30,Veracruz,0.8307941452797193
2007-06-30,Yucatán,0.5558829482817097
2007-06-30,Zacatecas,0.6229861935135118
2008-06-30,Aguascalientes,0.6329200976858534
2008-06-30,Baja California,0.0506755485983204
2008-06-30,Baja California Sur,0.4375398751136927
2008-06-30,Campeche,0.7040315305994966
2008-06-30,Coahuila,0.9685739353798264
2008-06-30,Colima,0.6753333020842394
2008-06-30,Chiapas,0.7905410396594996
2008-06-30,Chihuahua,0.8197312334776464
2008-06-30,Ciudad de México,1.0377007703687993
2008-06-30,Durango,0.5239021782800989
2008-06-30,Guanajuato,0.8185595774131438
2008-06-30,Guerrero,0.8779726455935816
2008-06-30,Hidalgo,0.9873098645344752
